Time (sec),Data
1,0.849647246
2,0.938382859
3,0.94500206
4,0.923005108
5,0.919359644
6,0.935839151
7,0.877476741
8,0.927004891
9,0.921825691
10,0.978350671
11,0.919447763
12,0.969184341
13,0.950402749
14,0.942311106
15,0.975970131
16,0.937244181
17,0.946778988
18,0.920359034
19,0.930851211
20,0.977459422
21,0.9608148
22,0.951545313
23,0.959899021
24,0.977844955
25,0.868710041
26,0.836692046
27,0.966893707
28,0.970562562
29,0.935389428
30,0.938030876
31,0.967852671
32,0.975079431
33,0.988719411
34,0.952277113
35,0.994205646
36,0.985397845
37,0.985689092
38,0.96387537
39,0.971413517
40,0.959950739
41,0.909722615
42,0.985672549
43,0.986321774
44,0.98360634
45,0.977265843
46,0.977178991
47,0.98556829
48,0.971535874
49,0.953905183
50,0.907581513
51,0.950349199
52,0.951139098
53,0.985610307
54,0.96601449
55,0.969031132
56,0.975599502
57,0.905797241
58,0.966863684
59,0.953154577
60,0.97517793
61,0.945180577
62,0.930173329
63,0.988158565
64,0.945708503
65,0.970599297
66,0.945749429
67,0.950711874
68,0.965268446
69,0.984737034
70,0.994776049
71,0.972673988
72,0.996221796
73,0.977747811
74,0.992066388
75,0.99113289
76,0.897409673
77,0.956110741
78,0.867836936
79,0.995540776
80,0.961350842
81,0.966489849
82,0.971662467
83,0.951106502
84,0.975283414
85,0.96294581
86,0.966158569
87,0.923136552
88,0.98734147
89,0.974574689
90,0.948675979
91,0.960265298
92,0.9812164
93,0.984961203
94,0.975657159
95,0.9833678
96,0.907785923
97,0.974201605
98,0.950388141
99,0.915530519
100,0.950439339
101,0.990679386
102,0.926836374
103,0.983009015
104,0.925194862
105,0.965479332
106,0.936500901
107,0.961695132
108,0.981890941
109,0.98263038
110,0.990414468
111,0.9648123
112,0.946712902
113,0.969551628
114,0.98541552
115,0.952640146
116,0.984925379
117,0.972966571
118,0.999999999
119,0.905743389
120,0.959015799
121,0.998302395
122,0.982666265
123,0.977543688
124,0.981690353
125,0.93224388
126,0.98576249
127,0.962802954
128,0.975236648
129,0.986922259
130,0.940787464
131,0.964406846
132,0.990018089
133,0.99533835
134,0.990728757
135,0.995075044
136,0.999999988
137,0.97532071
138,0.958781615
139,0.963051755
140,0.984410857
141,0.988622632
142,0.944748418
143,0.972035758
144,0.982136171
145,0.96125649
146,0.981620365
147,0.994138843
148,0.986573101
149,0.979953535
150,0.954184307
151,0.973882555
152,0.974000151
153,0.988648679
154,0.944807542
155,0.985885312
156,0.981046193
157,0.993230186
158,0.978586874
159,0.943456475
160,0.991039006
161,0.988789071
162,0.987496848
163,0.977727435
164,0.972103191
165,0.982829976
166,0.967291002
167,0.927220527
168,0.973135205
169,0.933648609
170,0.98571906
171,0.937999356
172,0.981956462
173,0.986803111
174,0.948590892
175,0.985940808
176,0.942782167
177,0.981124792
178,0.953550196
179,0.904836023
180,0.981323148
181,0.981168965
182,0.967415649
183,0.979162012
184,0.980671358
185,0.964030167
186,0.982457713
187,0.987466159
188,0.973667754
189,0.985181556
190,0.977749553
191,0.94786938
192,0.990214216
193,0.963506499
194,0.94147329
195,0.987203399
196,0.978587685
197,0.978737919
198,0.943694014
199,0.950611531
200,0.986711709
201,0.979689219
202,0.983901614
203,0.970247854
204,0.985868218
205,0.963328243
206,0.985870305
207,0.988766036
208,0.987877153
209,0.980269731
210,0.976474611
211,0.953047906
212,0.988428537
213,0.992372702
214,0.972685705
215,0.971047914
216,0.998149031
217,0.983643934
218,0.976464046
219,0.975568575
220,0.974749304
221,0.993634318
222,0.965142907
223,0.920929047
224,0.990077318
225,0.987805762
226,0.989356136
227,0.990240541
228,0.991288701
229,0.999999945
230,0.985659431
231,0.969280534
232,0.996011645
233,0.974787809
234,0.985705481
235,0.97765085
236,0.941690549
237,0.973206757
238,0.981875702
239,0.984990486
240,0.98182704
241,0.959956942
242,0.995219632
243,0.976424577
244,0.95616472
245,0.939567859
246,0.993083257
247,0.991891966
248,0.9671529
249,0.993807386
250,0.981160257
251,0.97354078
252,0.989671627
253,0.988276716
254,0.986136843
255,0.96671145
256,0.982620861
257,0.978496452
258,0.985555728
259,0.942971558
260,0.978775691
261,0.968929528
262,0.99366816
263,0.985447422
264,0.98880915
265,0.985459221
266,0.905477378
267,0.987110941
268,0.994575461
269,0.989902679
270,0.987620621
271,0.997650688
272,0.995509638
273,0.99458205
274,0.9865321
275,0.994451656
276,0.990307983
277,0.990608178
278,0.951848934
279,0.976690748
280,0.968006593
281,0.981011485
282,0.990456464
283,0.937998121
284,0.99104535
285,0.976041057
286,0.98967957
287,0.980833855
288,0.99077146
289,0.97313973
290,0.977908126
291,1
292,0.984322199
293,0.95951386
294,0.992991056
295,0.979127147
296,0.970186151
297,0.988692237
298,0.993713268
299,0.985686725
300,0.943379772
301,0.927431718
302,0.969189691
303,0.923562415
304,0.982690752
305,0.982058633
306,0.938441586
307,0.982837873
308,0.991867603
309,0.953749791
310,0.988920919
311,0.985675259
312,0.987607459
313,0.927283283
314,0.967452846
315,0.992312803
316,0.98908054
317,0.940443311
318,0.963943713
319,0.987609908
320,0.990163878
321,0.990579798
322,0.966403748
323,0.980061044
324,0.990064732
325,0.931474023
326,0.985664411
327,0.976842327
328,0.997134326
329,0.987366319
330,0.994529287
331,0.992588704
332,0.999999993
333,0.987523857
334,0.970435506
335,0.973998313
336,0.993613208
337,0.994652004
338,0.971670443
339,0.882748126
340,0.983258945
341,0.952216606
342,0.9785284
343,0.953936017
344,0.974571455
345,0.91700222
346,0.975064874
347,0.883911999
348,0.982394906
349,0.992318884
350,0.973676569
351,0.99136607
352,0.987942763
353,0.921414413
354,0.987742302
355,0.962282022
356,0.985749241
357,0.942788428
358,0.98781283
359,0.987635452
360,0.988920396
361,0.978041367
362,0.990834486
363,0.969657701
364,0.99358903
365,0.980000701
366,0.989164821
367,0.948943304
368,0.985375561
369,0.948219601
370,0.995341652
371,0.985509798
372,0.993076703
373,0.998517082
374,0.947538891
375,0.984033618
376,0.974731939
377,0.991760029
378,0.991315145
379,0.990467717
380,0.993245533
381,0.958702092
382,0.985444199
383,0.973971405
384,0.99371749
385,0.976138266
386,0.978064666
387,0.995308074
388,0.983455455
389,0.984600676
390,0.951590984
391,0.999999995
392,0.974742506
393,0.986172291
394,0.99842576
395,0.996576769
396,0.986539971
397,0.883613481
398,0.995937375
399,0.970498777
400,0.990428224
401,0.981521556
402,0.940489954
403,0.994804818
404,0.919667826
405,0.984904706
406,0.809945356
407,0.977912822
408,0.96987435
409,0.979268007
410,0.94911978
411,0.988013635
412,0.980031038
413,0.95846458
414,0.99325834
415,0.985249839
416,0.982685849
417,0.964070923
418,0.947629168
419,0.947744013
420,0.975976819
421,0.994209604
422,0.994979369
423,0.968118558
424,0.987770066
425,0.936119294
426,0.965937253
427,0.978297136
428,0.960561846
429,0.968608583
430,0.887274327
431,0.954197409
432,0.992146581
433,0.986730442
434,0.990173495
435,0.946463205
436,0.989101747
437,0.970787251
438,0.989314337
439,1
440,0.986180887
441,0.952443335
442,0.986498041
443,0.987321831
444,1
445,0.986325227
446,0.986565012
447,0.987950188
448,1
449,0.987061957
450,0.982618852
451,0.991019537
452,0.973991402
453,0.997118397
454,0.985648445
455,0.993131267
456,0.997270803
457,0.983343497
458,0.98962166
459,0.996829428
460,0.99184404
461,0.980829589
462,0.992232438
463,0.991018573
464,0.98921242
465,1.000000008
466,0.986302149
467,0.990077277
468,0.960743443
469,0.993506646
470,0.981887685
471,0.994465511
472,0.973987315
473,0.972949011
474,0.999999984
475,0.983785488
476,0.950575504
477,0.999999983
478,0.987616072
479,0.999999967
480,0.968033001
481,0.957616021
482,0.972899826
483,1
484,0.953615457
485,0.966437486
486,0.991235021
487,0.97281251
488,1
489,0.953759976
490,0.955788998
491,0.999999997
492,0.977025654
493,0.963801145
494,0.985746233
495,0.910281139
496,0.976792488
497,0.89833036
498,0.978710079
499,0.986177622
500,0.992831252
501,0.986480989
502,0.984281794
503,0.943603847
504,0.986852185
505,0.982555067
506,0.994387615
507,0.988223222
508,0.978113242
509,0.990847187
510,0.980487022
511,0.977126832
512,0.988546919
513,0.950523655
514,0.98633878
515,0.971531385
516,0.878496711
517,0.988147347
518,0.990224166
519,0.988848934
520,0.999999865
521,0.978831981
522,0.979313196
523,0.993016375
524,0.967414062
525,0.989803619
526,0.991245652
527,0.998673317
528,0.987576134
529,0.949491347
530,0.978954646
531,0.971825352
532,0.988149462
533,0.98614382
534,0.989014573
535,1
536,0.989349509
537,0.988214703
538,0.953036788
539,0.981837351
540,0.994268674
541,0.980645438
542,0.9925646
543,0.989392057
544,0.988710919
545,1
546,0.982908044
547,0.947053244
548,0.978274555
549,0.986280764
550,0.976419611
551,0.993465373
552,0.994005303
553,0.984104387
554,0.967888318
555,0.976485834
556,0.966954957
557,0.989142294
558,0.969901651
559,0.991011908
560,0.964226433
561,0.99025873
562,0.981068025
563,0.978620687
564,0.966365173
565,0.949182977
566,0.999999984
567,1.000000004
568,0.985805267
569,0.982678665
570,0.985662036
571,0.990952954
572,0.985646833
573,0.999999934
574,0.985159783
575,0.962727605
576,0.979035091
577,0.979062664
578,1
579,0.993788833
580,0.962288366
581,0.96965305
582,0.983091992
583,0.989221671
584,0.986888895
585,0.983450687
586,0.985081005
587,0.98519482
588,0.984312556
589,0.979639719
590,0.997254079
591,0.98377768
592,0.99084481
593,0.975652408
594,0.990776116
595,0.991173936
596,0.991682257
597,0.993729616
598,0.993011862
599,0.982904647
600,0.983012465
601,1
602,0.970577825
603,0.992335728
604,0.993850157
605,0.999999994
606,0.968455006
607,0.946811788
608,1
609,1
610,0.99457212
611,0.979119059
612,0.983448327
613,0.956787644
614,0.989397283
615,0.983386294
616,0.977214819
617,1
618,0.99345821
619,0.998416815
620,0.999999976
621,0.981977706
622,0.992825059
623,0.984772744
624,0.986941725
625,0.997703492
626,0.995200794
627,0.987178632
628,1
629,0.928388207
630,0.987711636
631,0.985741969
632,0.835068292
633,0.990638723
634,0.973927177
635,0.991135683
636,0.977029592
637,0.959480774
638,0.999999985
639,0.956001103
640,0.971646326
641,0.98554829
642,0.986944251
643,0.98914775
644,0.996416823
645,0.988015683
646,0.982163843
647,0.982993695
648,0.980709367
649,0.984338896
650,0.947075259
651,0.991365682
652,0.991000989
653,0.991685908
654,0.990338695
655,0.972487556
656,0.994618662
657,0.984397504
658,0.961409081
659,0.938728715
660,0.961009519
661,0.931282374
662,0.987036528
663,0.984618139
664,0.999999998
665,0.994167857
666,0.939658348
667,0.97273191
668,0.962985434
669,0.987891204
670,0.979528327
671,0.986510922
672,0.991521713
673,0.997406977
674,0.994447684
675,0.964695431
676,0.982278216
677,0.980394635
678,0.999999991
679,0.982839713
680,0.984316198
681,0.999786943
682,0.994455765
683,0.991106667
684,0.987566224
685,0.992889274
686,1.000000001
687,0.993566489
688,0.985943489
689,1.000000002
690,0.999999902
691,0.958032935
692,1.000000003
693,0.998448979
694,0.99054845
695,0.976201931
696,0.951873035
697,0.975692019
698,0.990702019
699,0.993706497
700,0.990025102
701,0.989202762
702,0.989967529
703,0.980714185
704,0.990119658
705,0.993425945
706,1
707,0.987446457
708,0.95795036
709,0.991389557
710,0.992976377
711,0.983181845
712,1
713,0.975176438
714,1.000000021
715,0.978805079
716,0.971777173
717,0.977484883
718,0.976880563
719,0.992079045
720,0.99458417
721,0.975719237
722,1
723,0.991177164
724,0.993168693
725,0.938041707
726,1
727,0.965405678
728,0.979302875
729,0.979961844
730,0.999926445
731,0.999999994
732,0.989433043
733,0.969988977
734,1
735,1
736,0.980448562
737,0.979823585
738,0.988276046
739,0.951426493
740,0.977881265
741,0.999999994
742,0.989641598
743,0.974667699
744,1
745,0.987430779
746,0.970149186
747,0.964268317
748,0.971129586
749,0.985898131
750,0.98438331
751,0.973785597
752,0.982625957
753,0.998596636
754,0.999999992
755,0.982327995
756,1
757,0.949534833
758,0.981720189
759,0.955880931
760,0.953237795
761,0.993942241
762,1
763,0.892588413
764,0.977021453
765,1
766,0.981817896
767,0.986331117
768,0.960509559
769,0.978713779
770,0.987725184
771,0.99289974
772,1
773,0.994940067
774,1
775,0.962782849
776,0.98264949
777,0.986432005
778,0.981303659
779,0.999999996
780,1
781,0.956598164
782,0.98110617
783,0.987023339
784,0.996398646
785,0.995224182
786,0.995421314
787,0.98364144
788,0.992739253
789,0.950915703
790,0.97675531
791,0.98834589
792,0.991904525
793,0.979051557
794,0.996844469
795,0.951142641
796,0.978538202
797,0.994272791
798,0.971097139
799,0.989317863
800,0.999999838
801,0.980742729
802,0.99658084
803,0.994154117
804,0.984145037
805,0.993933485
806,0.975700569
807,0.982802264
808,1
809,0.988485777
810,0.977528065
811,0.992612325
812,0.962109071
813,1.00000001
814,0.99117125
815,0.983083782
816,0.992400263
817,0.999999995
818,1
819,1
820,0.966022669
821,1.000000004
822,0.982962435
823,0.997812042
824,0.984027915
825,0.974755363
826,0.980677249
827,0.983518347
828,0.988010969
829,1.000000001
830,0.990700419
831,0.998009276
832,0.999999997
833,0.971051491
834,0.981099728
835,0.992775963
836,1.000000001
837,0.999999969
838,0.97672862
839,1
840,0.993060935
841,0.999999992
842,0.999999995
843,0.999999995
844,0.999999995
845,0.976443461
846,0.995235867
847,0.994723733
848,1
849,0.992122216
850,0.998275454
851,0.995665203
852,0.993840765
853,0.999964015
854,0.991856464
855,0.987757447
856,0.999999997
857,0.993858734
858,0.982335413
859,0.982878612
860,0.994894457
861,0.994602216
862,0.945243213
863,0.971380194
864,1
865,1
866,0.999999977
867,0.991520385
868,0.924881526
869,0.987590962
870,0.999999992
871,0.989531806
872,0.988656201
873,0.984433701
874,0.989668573
875,1
876,0.982065305
877,0.984941782
878,0.961270254
879,1
880,0.995818125
881,0.991314754
882,0.997267283
883,0.981204325
884,0.991698777
885,1
886,0.977161224
887,0.999999881
888,0.967009796
889,1
890,0.983104543
891,0.981988125
892,0.987238609
893,0.936804294
894,0.999999849
895,0.999999992
896,0.991054693
897,0.975452479
898,0.991343949
899,0.985402719
900,0.984641576
901,0.999999993
902,1
903,0.990360769
904,0.988460241
905,0.991406621
906,0.939167258
907,0.984780703
908,0.952031368
909,0.991086548
910,0.995431312
911,0.930476161
912,1
913,0.977741041
914,0.985844383
915,0.980633047
916,0.962142506
917,0.985956449
918,0.974770255
919,0.997625708
920,0.988570365
921,0.995046422
922,0.986207488
923,0.977691628
924,0.969632509
925,0.976324125
926,0.999999867
927,0.999999988
928,0.986763623
929,0.977863857
930,1
931,0.989737584
932,0.988513302
933,0.889582873
934,0.999999931
935,0.927159957
936,0.992068589
937,0.999999992
938,0.994672516
939,0.997013081
940,0.99315886
941,1
942,0.962654021
943,0.999999901
944,1.000000001
945,0.986762871
946,0.999999983
947,1
948,1
949,0.999999988
950,1
951,0.999131008
952,0.987980422
953,0.988252214
954,0.993107028
955,0.994749392
956,0.999999857
957,0.98692242
958,0.999999926
959,0.95785666
960,0.983746345
961,0.999999992
962,0.992222954
963,0.990497702
964,0.983434547
965,0.999999987
966,0.98090709
967,0.988517733
968,0.981866601
969,0.988135962
970,1
971,0.98081687
972,1
973,0.999999983
974,0.999999963
975,0.982395441
976,1
977,0.992073565
978,0.985476945
979,0.99422479
980,0.992348879
981,1
982,0.989035522
983,0.999999992
984,0.973890298
985,0.98013377
986,0.960162935
987,0.993333271
988,1
989,0.999999997
990,0.999999984
991,0.979465473
992,0.969975471
993,0.979103301
994,0.963528661
995,0.9944205
996,0.994436881
997,0.999999994
998,0.979640576
999,0.989154495
1000,0.999999889
